class,cap-shape,cap-color,odor,gill-color,stalk-root,stalk-color-above-ring,stalk-color-below-ring,veil-color,ring-type,spore-print-color,population,habitat
p,f,e,y,b,?,w,w,w,e,w,v,d
p,f,e,f,b,?,p,w,w,e,w,v,p
p,f,n,y,b,?,w,w,w,e,w,v,p
p,x,e,f,b,?,p,w,w,e,w,v,p
p,f,e,s,b,?,p,w,w,e,w,v,d
e,b,g,n,p,?,w,w,w,p,w,n,g
p,k,e,s,b,?,w,w,w,e,w,v,l
p,x,e,f,b,?,p,w,w,e,w,v,l
p,k,e,f,b,?,w,p,w,e,w,v,l
p,x,n,s,b,?,p,p,w,e,w,v,p
e,k,w,n,g,?,w,w,w,p,w,s,g
p,f,e,s,b,?,p,p,w,e,w,v,d
p,x,n,y,b,?,p,p,w,e,w,v,p
p,k,e,f,b,?,w,w,w,e,w,v,p
p,k,n,s,b,?,w,w,w,e,w,v,l
p,k,e,f,b,?,p,p,w,e,w,v,p
p,x,e,y,b,?,w,w,w,e,w,v,d
p,f,e,s,b,?,p,p,w,e,w,v,p
p,f,e,f,b,?,p,p,w,e,w,v,p
p,x,e,s,b,?,p,p,w,e,w,v,d
p,f,n,y,b,?,p,w,w,e,w,v,d
p,x,e,y,b,?,p,w,w,e,w,v,d
p,f,n,y,b,?,w,p,w,e,w,v,l
p,x,e,y,b,?,w,p,w,e,w,v,l
p,k,n,y,b,?,w,p,w,e,w,v,l
p,f,e,f,b,?,w,w,w,e,w,v,l
p,x,n,f,b,?,p,p,w,e,w,v,p
p,f,n,f,b,?,p,p,w,e,w,v,d
p,f,e,s,b,?,w,p,w,e,w,v,d
p,x,e,y,b,?,p,w,w,e,w,v,d
p,f,n,y,b,?,w,p,w,e,w,v,d
p,f,n,s,b,?,p,p,w,e,w,v,l
p,x,e,f,b,?,p,p,w,e,w,v,d
p,x,e,f,b,?,p,p,w,e,w,v,d
p,f,e,y,b,?,p,p,w,e,w,v,l
p,f,e,y,b,?,p,w,w,e,w,v,l
p,f,e,f,b,?,w,p,w,e,w,v,d
p,x,n,s,b,?,p,w,w,e,w,v,l
p,f,n,s,b,?,w,w,w,e,w,v,d
p,x,n,f,b,?,p,w,w,e,w,v,l
p,f,n,y,b,?,w,p,w,e,w,v,p
p,k,n,s,b,?,p,w,w,e,w,v,d
p,x,e,s,b,?,p,w,w,e,w,v,p
p,f,n,f,b,?,w,w,w,e,w,v,d
p,x,e,s,b,?,p,p,w,e,w,v,p
p,f,e,s,b,?,p,w,w,e,w,v,d
p,x,e,y,b,?,w,w,w,e,w,v,d
p,f,e,y,b,?,w,w,w,e,w,v,l
p,f,e,s,b,?,w,p,w,e,w,v,d
p,f,e,s,b,?,w,w,w,e,w,v,l
p,k,e,y,b,?,w,w,w,e,w,v,l
p,x,e,f,b,?,p,p,w,e,w,v,p
e,k,g,n,g,?,w,w,w,p,w,s,g
p,x,n,y,b,?,p,w,w,e,w,v,l
p,f,e,s,b,?,p,w,w,e,w,v,d
p,f,n,y,b,?,p,p,w,e,w,v,d
p,f,e,s,b,?,p,p,w,e,w,v,l
p,f,n,s,b,?,p,p,w,e,w,v,p
p,x,e,y,b,?,w,p,w,e,w,v,p
p,x,e,s,b,?,w,w,w,e,w,v,p
p,x,e,y,b,?,w,p,w,e,w,v,d
p,x,e,f,b,?,p,w,w,e,w,v,p
p,f,e,s,b,?,p,w,w,e,w,v,d
p,x,e,s,b,?,p,p,w,e,w,v,p
p,x,n,f,b,?,p,p,w,e,w,v,l
p,f,n,s,b,?,p,w,w,e,w,v,l
p,k,n,y,b,?,w,w,w,e,w,v,d
p,x,e,s,b,?,p,w,w,e,w,v,p
p,x,n,f,b,?,p,w,w,e,w,v,l
p,x,e,f,b,?,p,w,w,e,w,v,p
e,b,w,n,p,?,w,w,w,p,w,s,g
p,f,e,s,b,?,p,w,w,e,w,v,p
p,x,e,y,b,?,p,w,w,e,w,v,l
p,x,e,f,b,?,w,p,w,e,w,v,d
p,f,n,f,b,?,w,p,w,e,w,v,p
p,f,e,y,b,?,p,p,w,e,w,v,l
p,f,n,s,b,?,w,p,w,e,w,v,d
p,f,e,f,b,?,w,p,w,e,w,v,d
p,f,n,f,b,?,p,w,w,e,w,v,d
p,x,e,f,b,?,w,p,w,e,w,v,l
p,f,n,s,b,?,p,w,w,e,w,v,d
p,x,n,y,b,?,w,w,w,e,w,v,l
p,f,e,s,b,?,p,p,w,e,w,v,p
p,x,n,s,b,?,w,w,w,e,w,v,d
p,f,e,s,b,?,p,w,w,e,w,v,l
p,x,e,y,b,?,p,w,w,e,w,v,p
p,f,n,f,b,?,w,w,w,e,w,v,p
p,x,e,f,b,?,p,p,w,e,w,v,l
p,f,n,f,b,?,w,w,w,e,w,v,p
p,f,n,y,b,?,w,p,w,e,w,v,p
p,x,n,y,b,?,w,w,w,e,w,v,p
p,f,e,s,b,?,w,p,w,e,w,v,d
p,k,n,y,b,?,p,p,w,e,w,v,p
p,x,e,f,b,?,p,p,w,e,w,v,l
p,x,e,s,b,?,p,w,w,e,w,v,d
p,k,n,s,b,?,p,p,w,e,w,v,d
p,x,e,f,b,?,p,p,w,e,w,v,p
p,x,e,f,b,?,p,w,w,e,w,v,p
p,f,n,f,b,?,w,w,w,e,w,v,l
p,f,e,y,b,?,p,w,w,e,w,v,d
p,f,e,f,b,?,p,p,w,e,w,v,p
p,f,n,f,b,?,w,p,w,e,w,v,l
p,f,e,f,b,?,p,w,w,e,w,v,p
p,f,e,f,b,?,p,w,w,e,w,v,l
p,k,e,s,b,?,p,p,w,e,w,v,d
p,x,n,f,b,?,w,p,w,e,w,v,d
p,f,n,y,b,?,p,p,w,e,w,v,d
p,f,e,f,b,?,w,w,w,e,w,v,p
p,k,n,y,b,?,w,w,w,e,w,v,d
p,f,n,f,b,?,p,w,w,e,w,v,p
p,x,e,y,b,?,p,w,w,e,w,v,l
p,x,e,f,b,?,w,p,w,e,w,v,p
p,x,e,y,b,?,p,p,w,e,w,v,p
p,f,n,f,b,?,p,w,w,e,w,v,l
p,f,n,s,b,?,p,w,w,e,w,v,p
p,f,e,s,b,?,p,w,w,e,w,v,p
p,k,n,y,b,?,w,w,w,e,w,v,l
p,x,n,s,b,?,p,p,w,e,w,v,d
p,x,e,y,b,?,p,p,w,e,w,v,l
p,x,n,f,b,?,p,w,w,e,w,v,l
p,f,e,f,b,?,w,p,w,e,w,v,p
p,k,e,f,b,?,p,p,w,e,w,v,d
e,x,g,n,w,?,w,w,w,p,w,s,g
p,f,e,f,b,?,p,w,w,e,w,v,l
p,x,e,f,b,?,w,p,w,e,w,v,l
p,x,e,s,b,?,p,w,w,e,w,v,l
p,x,e,s,b,?,p,w,w,e,w,v,d
p,f,n,f,b,?,p,p,w,e,w,v,p
p,f,n,y,b,?,p,p,w,e,w,v,l
p,x,n,s,b,?,w,p,w,e,w,v,p
p,x,e,f,b,?,w,p,w,e,w,v,l
p,f,e,f,b,?,p,w,w,e,w,v,d
p,f,n,f,b,?,p,p,w,e,w,v,l
p,f,n,f,b,?,w,p,w,e,w,v,l
p,f,n,y,b,?,w,p,w,e,w,v,d
p,x,e,f,b,?,w,p,w,e,w,v,l
p,x,e,f,b,?,w,w,w,e,w,v,p
p,f,n,f,b,?,p,p,w,e,w,v,l
p,f,n,s,b,?,w,p,w,e,w,v,d
p,x,e,f,b,?,p,w,w,e,w,v,d
p,f,n,f,b,?,w,p,w,e,w,v,l
p,f,n,f,b,?,p,p,w,e,w,v,p
p,f,n,f,b,?,p,p,w,e,w,v,p
p,x,n,s,b,?,w,w,w,e,w,v,l
p,f,n,y,b,?,w,p,w,e,w,v,l
p,f,n,y,b,?,p,w,w,e,w,v,p
p,x,n,y,b,?,w,w,w,e,w,v,p
p,f,n,f,b,?,w,p,w,e,w,v,p
p,x,n,y,b,?,p,w,w,e,w,v,p
p,x,n,y,b,?,p,w,w,e,w,v,p
p,f,n,f,b,?,w,p,w,e,w,v,p
p,f,n,f,b,?,p,p,w,e,w,v,d
p,x,e,y,b,?,p,p,w,e,w,v,d
p,f,e,f,b,?,w,p,w,e,w,v,l
p,f,n,s,b,?,p,p,w,e,w,v,d
p,f,e,y,b,?,w,p,w,e,w,v,l
p,x,n,f,b,?,p,w,w,e,w,v,p
e,k,w,n,p,?,w,w,w,p,w,n,g
p,x,n,f,b,?,w,p,w,e,w,v,p
p,f,n,f,b,?,w,p,w,e,w,v,d
p,f,n,y,b,?,w,w,w,e,w,v,p
p,f,n,f,b,?,w,w,w,e,w,v,d
p,f,n,y,b,?,p,w,w,e,w,v,d
p,f,n,f,b,?,w,w,w,e,w,v,l
p,f,n,f,b,?,p,p,w,e,w,v,d
p,f,e,y,b,?,p,w,w,e,w,v,p
e,b,n,n,o,?,o,o,o,p,o,v,l
p,f,e,f,b,?,w,p,w,e,w,v,d
p,f,e,s,b,?,p,p,w,e,w,v,p
p,x,e,y,b,?,p,p,w,e,w,v,l
p,f,n,s,b,?,w,w,w,e,w,v,l
p,f,e,s,b,?,w,p,w,e,w,v,p
p,f,n,f,b,?,p,p,w,e,w,v,l
p,f,e,s,b,?,w,p,w,e,w,v,l
p,f,n,s,b,?,w,p,w,e,w,v,p
p,k,n,y,b,?,w,w,w,e,w,v,p
p,f,e,f,b,?,p,p,w,e,w,v,l
p,f,e,s,b,?,p,p,w,e,w,v,d
p,x,e,f,b,?,w,p,w,e,w,v,p
p,f,n,y,b,?,p,p,w,e,w,v,l
p,x,e,s,b,?,p,w,w,e,w,v,p
p,k,n,y,b,?,w,w,w,e,w,v,p
p,x,n,s,b,?,w,p,w,e,w,v,p
p,x,e,f,b,?,w,p,w,e,w,v,d
p,f,n,y,b,?,w,w,w,e,w,v,d
p,f,e,y,b,?,p,p,w,e,w,v,d
p,f,n,f,b,?,w,w,w,e,w,v,p
e,x,w,n,g,?,w,w,w,p,w,s,g
p,f,n,y,b,?,w,p,w,e,w,v,d
p,f,n,f,b,?,w,p,w,e,w,v,l
p,x,e,y,b,?,p,p,w,e,w,v,l
p,f,e,s,b,?,w,p,w,e,w,v,l
p,x,n,s,b,?,w,p,w,e,w,v,p
p,x,e,f,b,?,p,w,w,e,w,v,l
e,k,g,n,g,?,w,w,w,p,w,s,g
p,f,e,s,b,?,w,p,w,e,w,v,l
p,f,e,s,b,?,w,w,w,e,w,v,p
e,b,w,n,w,?,w,w,w,p,w,s,g
p,f,n,y,b,?,p,w,w,e,w,v,l
p,x,e,s,b,?,w,w,w,e,w,v,l
p,x,e,f,b,?,p,p,w,e,w,v,d
p,f,n,s,b,?,w,w,w,e,w,v,p
p,x,n,f,b,?,p,p,w,e,w,v,d
p,f,e,s,b,?,w,w,w,e,w,v,p
p,f,e,s,b,?,p,p,w,e,w,v,l
p,f,e,s,b,?,p,w,w,e,w,v,l
p,x,e,m,w,c,c,c,w,n,w,c,d
p,f,n,y,b,?,p,p,w,e,w,v,d
p,f,e,y,b,?,w,w,w,e,w,v,d
p,x,e,s,b,?,p,w,w,e,w,v,p
p,f,e,y,b,?,p,w,w,e,w,v,p
p,f,e,f,b,?,w,w,w,e,w,v,p
p,f,e,s,b,?,p,w,w,e,w,v,l
p,x,e,f,b,?,w,w,w,e,w,v,l
p,f,e,s,b,?,p,w,w,e,w,v,p
e,x,n,n,n,?,o,o,n,p,y,c,l
p,f,n,s,b,?,p,w,w,e,w,v,d
p,f,e,s,b,?,w,p,w,e,w,v,l
p,f,e,s,b,?,w,w,w,e,w,v,l
p,x,n,f,b,?,p,w,w,e,w,v,p
p,x,e,y,b,?,p,p,w,e,w,v,d
p,x,e,f,b,?,p,p,w,e,w,v,d
p,x,e,s,b,?,w,p,w,e,w,v,p
p,x,e,y,b,?,p,p,w,e,w,v,p
p,f,e,f,b,?,w,w,w,e,w,v,p
e,x,n,n,n,?,o,o,n,p,o,v,l
p,f,n,s,b,?,p,p,w,e,w,v,p
p,x,e,f,b,?,w,w,w,e,w,v,p
p,f,n,f,b,?,w,p,w,e,w,v,d
p,f,e,y,b,?,w,w,w,e,w,v,p
p,x,e,f,b,?,p,w,w,e,w,v,d
p,x,n,s,b,?,p,w,w,e,w,v,d
p,x,n,f,b,?,w,p,w,e,w,v,l
p,x,n,y,b,?,w,w,w,e,w,v,l
p,x,e,s,b,?,p,w,w,e,w,v,d
p,f,n,y,b,?,p,p,w,e,w,v,l
p,f,n,y,b,?,w,p,w,e,w,v,l
p,k,e,y,b,?,p,p,w,e,w,v,l
p,x,n,y,b,?,w,p,w,e,w,v,d
p,f,n,y,b,?,p,w,w,e,w,v,p
e,k,w,n,g,?,w,w,w,p,w,n,g
p,f,e,y,b,?,w,w,w,e,w,v,l
p,x,e,y,b,?,p,w,w,e,w,v,l
p,f,n,f,b,?,w,p,w,e,w,v,d
p,f,n,s,b,?,p,p,w,e,w,v,p
p,f,e,y,b,?,p,w,w,e,w,v,d
p,x,n,f,b,?,p,p,w,e,w,v,p
p,f,n,s,b,?,w,p,w,e,w,v,l
p,x,n,s,b,?,w,p,w,e,w,v,l
p,k,n,y,b,?,p,p,w,e,w,v,l
p,f,e,s,b,?,w,p,w,e,w,v,d
p,f,e,s,b,?,p,p,w,e,w,v,l
p,f,e,f,b,?,w,w,w,e,w,v,l
p,f,e,s,b,?,w,p,w,e,w,v,p
p,f,n,f,b,?,w,w,w,e,w,v,p
p,f,n,f,b,?,w,p,w,e,w,v,l
p,k,n,y,b,?,p,w,w,e,w,v,l
p,k,n,y,b,?,p,w,w,e,w,v,p
p,f,e,y,b,?,w,p,w,e,w,v,p
p,x,e,y,b,?,w,p,w,e,w,v,d
p,k,n,f,b,?,p,w,w,e,w,v,l
p,x,e,f,b,?,p,p,w,e,w,v,p
p,f,n,f,b,?,p,w,w,e,w,v,d
p,x,e,s,b,?,w,w,w,e,w,v,l
p,f,n,y,b,?,p,w,w,e,w,v,p
p,x,n,f,b,?,w,p,w,e,w,v,l
p,f,e,y,b,?,w,p,w,e,w,v,d
p,x,n,f,b,?,w,p,w,e,w,v,l
p,x,e,y,b,?,w,w,w,e,w,v,p
p,x,e,s,b,?,w,w,w,e,w,v,d
p,x,n,s,b,?,p,p,w,e,w,v,p
p,x,e,s,b,?,w,w,w,e,w,v,d
p,f,e,y,b,?,p,w,w,e,w,v,p
p,f,e,s,b,?,p,w,w,e,w,v,d
p,x,e,y,b,?,w,w,w,e,w,v,d
p,f,e,y,b,?,w,w,w,e,w,v,l
p,f,e,y,b,?,w,w,w,e,w,v,p
p,f,e,s,b,?,p,w,w,e,w,v,l
p,f,n,f,b,?,w,p,w,e,w,v,d
p,f,n,s,b,?,w,w,w,e,w,v,p
p,x,e,f,b,?,w,p,w,e,w,v,p
p,f,n,s,b,?,p,p,w,e,w,v,l
p,f,n,s,b,?,p,p,w,e,w,v,d
p,f,n,f,b,?,p,p,w,e,w,v,l
p,f,e,s,b,?,p,w,w,e,w,v,l
p,f,e,f,b,?,p,w,w,e,w,v,p
p,f,n,y,b,?,w,p,w,e,w,v,d
p,f,e,y,b,?,w,p,w,e,w,v,d
p,f,e,f,b,?,w,p,w,e,w,v,d
p,f,n,s,b,?,p,p,w,e,w,v,d
p,f,e,f,b,?,w,w,w,e,w,v,d
p,f,n,f,b,?,p,p,w,e,w,v,d
p,k,e,s,b,?,p,p,w,e,w,v,d
p,f,e,f,b,?,w,w,w,e,w,v,d
p,f,e,f,b,?,w,p,w,e,w,v,d
p,f,e,y,b,?,w,p,w,e,w,v,d
p,f,n,s,b,?,w,p,w,e,w,v,l
p,f,e,f,b,?,p,p,w,e,w,v,p
p,f,n,s,b,?,p,p,w,e,w,v,p
p,x,e,y,b,?,w,w,w,e,w,v,d
e,x,w,n,p,?,w,w,w,p,w,n,g
p,x,e,s,b,?,w,w,w,e,w,v,d
p,x,e,f,b,?,p,w,w,e,w,v,l
p,f,n,y,b,?,p,w,w,e,w,v,l
p,x,e,y,b,?,p,p,w,e,w,v,d
p,x,n,y,b,?,w,w,w,e,w,v,d
p,x,n,f,b,?,w,w,w,e,w,v,p
p,x,n,y,b,?,w,w,w,e,w,v,l
e,x,g,n,p,?,w,w,w,p,w,n,g
p,f,e,f,b,?,w,p,w,e,w,v,l
p,f,e,f,b,?,w,p,w,e,w,v,l
p,x,e,y,b,?,w,w,w,e,w,v,p
p,x,n,y,b,?,p,w,w,e,w,v,p
p,k,e,y,b,?,p,p,w,e,w,v,p
p,k,e,f,b,?,w,w,w,e,w,v,d
p,f,e,s,b,?,p,p,w,e,w,v,d
p,x,n,f,b,?,w,w,w,e,w,v,l
p,f,n,s,b,?,w,w,w,e,w,v,l
p,x,e,s,b,?,w,w,w,e,w,v,p
p,f,n,y,b,?,w,w,w,e,w,v,d
p,x,n,s,b,?,w,w,w,e,w,v,p
e,k,w,n,p,?,w,w,w,p,w,n,g
p,k,n,f,b,?,p,w,w,e,w,v,d
p,f,e,f,b,?,p,w,w,e,w,v,d
p,x,e,f,b,?,p,p,w,e,w,v,d
p,x,n,s,b,?,p,p,w,e,w,v,l
p,x,n,y,b,?,w,p,w,e,w,v,d
p,f,e,y,b,?,w,p,w,e,w,v,l
p,f,n,s,b,?,w,p,w,e,w,v,l
p,x,e,y,b,?,w,w,w,e,w,v,l
p,f,e,y,b,?,p,p,w,e,w,v,p
p,x,e,s,b,?,p,w,w,e,w,v,d
p,x,n,s,b,?,p,w,w,e,w,v,p
p,f,n,f,b,?,w,p,w,e,w,v,l
p,f,e,s,b,?,w,p,w,e,w,v,l
p,f,n,s,b,?,w,w,w,e,w,v,l
p,f,n,f,b,?,w,w,w,e,w,v,d
p,f,n,y,b,?,p,p,w,e,w,v,p
p,f,e,f,b,?,p,w,w,e,w,v,p
p,f,e,s,b,?,w,p,w,e,w,v,l
p,x,e,s,b,?,w,p,w,e,w,v,p
p,k,e,f,b,?,p,p,w,e,w,v,p
p,f,e,s,b,?,p,w,w,e,w,v,p
p,f,n,y,b,?,w,p,w,e,w,v,p
p,f,n,s,b,?,p,p,w,e,w,v,d
p,f,e,y,b,?,w,w,w,e,w,v,p
p,k,e,f,b,?,w,p,w,e,w,v,p
p,f,e,s,b,?,w,w,w,e,w,v,p
p,f,n,s,b,?,p,w,w,e,w,v,p
e,x,n,n,n,?,o,o,o,p,b,v,l
p,x,n,y,b,?,p,w,w,e,w,v,l
p,k,n,y,b,?,p,w,w,e,w,v,l
p,f,n,f,b,?,w,p,w,e,w,v,d
p,f,n,y,b,?,w,w,w,e,w,v,d
p,x,n,y,b,?,w,p,w,e,w,v,p
p,f,n,y,b,?,w,w,w,e,w,v,d
p,f,e,f,b,?,p,p,w,e,w,v,p
p,f,e,y,b,?,p,p,w,e,w,v,d
p,f,n,f,b,?,p,w,w,e,w,v,l
p,x,e,f,b,?,w,p,w,e,w,v,l
p,x,n,s,b,?,w,w,w,e,w,v,p
p,x,e,y,b,?,p,p,w,e,w,v,p
p,x,e,s,b,?,p,p,w,e,w,v,d
p,f,e,f,b,?,p,w,w,e,w,v,l
p,x,e,y,b,?,p,w,w,e,w,v,p
p,k,e,y,b,?,p,w,w,e,w,v,l
p,x,e,f,b,?,w,p,w,e,w,v,p
p,f,n,f,b,?,w,p,w,e,w,v,p
p,f,n,y,b,?,p,p,w,e,w,v,l
p,x,n,f,b,?,w,p,w,e,w,v,d
p,k,e,y,b,?,w,w,w,e,w,v,p
p,x,e,y,b,?,p,w,w,e,w,v,l
p,f,n,s,b,?,p,w,w,e,w,v,d
p,f,e,s,b,?,w,w,w,e,w,v,d
p,f,n,s,b,?,p,p,w,e,w,v,p
p,f,n,s,b,?,p,p,w,e,w,v,l
p,f,e,y,b,?,w,p,w,e,w,v,p
p,k,n,y,b,?,w,p,w,e,w,v,p
p,f,e,y,b,?,w,w,w,e,w,v,l
p,f,e,s,b,?,p,w,w,e,w,v,p
p,f,n,f,b,?,w,w,w,e,w,v,d
p,x,n,y,b,?,w,p,w,e,w,v,l
p,f,n,s,b,?,p,w,w,e,w,v,d
p,f,e,s,b,?,w,w,w,e,w,v,d
p,x,e,s,b,?,p,p,w,e,w,v,d
p,f,e,s,b,?,w,w,w,e,w,v,p
p,x,n,s,b,?,w,p,w,e,w,v,l
p,f,n,y,b,?,p,p,w,e,w,v,p
p,f,n,s,b,?,w,w,w,e,w,v,l
p,f,e,y,b,?,p,p,w,e,w,v,p
e,x,g,n,p,?,w,w,w,p,w,n,g
p,k,n,y,b,?,p,w,w,e,w,v,p
p,x,e,s,b,?,w,w,w,e,w,v,p
p,x,n,s,b,?,w,w,w,e,w,v,p
p,x,n,s,b,?,w,p,w,e,w,v,d
p,f,e,s,b,?,p,w,w,e,w,v,l
p,k,n,f,b,?,p,p,w,e,w,v,l
p,x,e,f,b,?,p,w,w,e,w,v,d
p,x,n,s,b,?,w,w,w,e,w,v,d
p,k,n,y,b,?,p,p,w,e,w,v,d
p,x,e,f,b,?,p,w,w,e,w,v,l
p,k,n,f,b,?,p,w,w,e,w,v,p
p,x,n,f,b,?,w,w,w,e,w,v,p
p,x,e,f,b,?,p,w,w,e,w,v,d
p,f,e,y,b,?,w,w,w,e,w,v,d
p,f,n,s,b,?,w,p,w,e,w,v,l
p,f,n,f,b,?,p,p,w,e,w,v,p
p,f,e,y,b,?,p,w,w,e,w,v,p
p,x,e,s,b,?,w,p,w,e,w,v,l
p,x,e,f,b,?,p,p,w,e,w,v,l
p,f,n,s,b,?,p,w,w,e,w,v,p
p,f,e,s,b,?,w,w,w,e,w,v,d
p,x,n,f,b,?,p,w,w,e,w,v,d
p,x,e,s,b,?,w,p,w,e,w,v,d
p,x,e,y,b,?,w,w,w,e,w,v,l
p,f,e,f,b,?,p,p,w,e,w,v,p
p,x,e,s,b,?,w,w,w,e,w,v,p
p,x,n,y,b,?,p,w,w,e,w,v,d
p,x,e,s,b,?,w,p,w,e,w,v,l
p,x,e,y,b,?,w,p,w,e,w,v,l
p,x,n,y,b,?,w,p,w,e,w,v,d
p,x,n,s,b,?,p,w,w,e,w,v,l
p,f,e,y,b,?,p,p,w,e,w,v,d
p,f,e,f,b,?,w,w,w,e,w,v,d
p,x,n,s,b,?,w,w,w,e,w,v,d
p,x,e,f,b,?,p,p,w,e,w,v,l
p,f,n,s,b,?,w,p,w,e,w,v,l
p,x,n,f,b,?,p,w,w,e,w,v,d
p,f,e,y,b,?,p,w,w,e,w,v,d
p,k,n,y,b,?,w,p,w,e,w,v,p
p,x,n,y,b,?,p,p,w,e,w,v,l
p,f,n,y,b,?,w,p,w,e,w,v,p
p,k,n,y,b,?,w,p,w,e,w,v,p
p,f,e,s,b,?,w,w,w,e,w,v,d
p,f,n,f,b,?,p,w,w,e,w,v,p
p,x,e,y,b,?,w,p,w,e,w,v,d
p,x,n,f,b,?,p,p,w,e,w,v,l
p,f,n,y,b,?,p,p,w,e,w,v,p
p,f,n,s,b,?,p,w,w,e,w,v,p
p,x,e,y,b,?,w,w,w,e,w,v,l
p,f,n,y,b,?,w,w,w,e,w,v,l
p,x,e,s,b,?,p,w,w,e,w,v,p
p,f,n,y,b,?,w,w,w,e,w,v,l
p,f,e,s,b,?,w,w,w,e,w,v,p
p,x,e,f,b,?,p,w,w,e,w,v,l
p,f,e,y,b,?,p,p,w,e,w,v,l
p,k,n,s,b,?,w,w,w,e,w,v,d
p,x,e,f,b,?,p,w,w,e,w,v,p
p,x,n,f,b,?,p,p,w,e,w,v,l
p,f,e,s,b,?,p,w,w,e,w,v,p
p,f,e,y,b,?,w,w,w,e,w,v,p
e,b,g,n,p,?,w,w,w,p,w,s,g
p,x,n,y,b,?,w,w,w,e,w,v,p
p,k,n,s,b,?,w,p,w,e,w,v,p
e,b,n,n,o,?,o,o,n,p,y,v,l
p,f,n,y,b,?,p,p,w,e,w,v,d
p,f,n,s,b,?,p,w,w,e,w,v,d
p,x,e,s,b,?,w,p,w,e,w,v,d
p,x,e,s,b,?,p,p,w,e,w,v,d
p,k,c,m,w,c,c,c,w,n,w,c,d
p,x,e,s,b,?,w,w,w,e,w,v,l
p,f,n,s,b,?,w,p,w,e,w,v,p
p,x,n,y,b,?,p,p,w,e,w,v,l
p,x,e,s,b,?,w,w,w,e,w,v,d
p,x,e,f,b,?,p,w,w,e,w,v,d
p,f,e,f,b,?,p,w,w,e,w,v,l
p,f,n,f,b,?,p,w,w,e,w,v,d
p,f,n,s,b,?,w,w,w,e,w,v,d
p,f,e,y,b,?,p,p,w,e,w,v,p
p,x,e,y,b,?,p,p,w,e,w,v,l
p,f,e,s,b,?,w,p,w,e,w,v,d
p,f,n,y,b,?,p,w,w,e,w,v,l
p,x,e,f,b,?,w,w,w,e,w,v,l
p,f,e,s,b,?,p,p,w,e,w,v,p
p,f,e,f,b,?,w,w,w,e,w,v,l
p,f,e,f,b,?,p,w,w,e,w,v,p
p,x,e,y,b,?,w,w,w,e,w,v,p
p,x,e,f,b,?,p,p,w,e,w,v,d
p,k,e,s,b,?,w,w,w,e,w,v,p
p,x,e,f,b,?,w,w,w,e,w,v,l
p,x,e,y,b,?,p,w,w,e,w,v,d
p,x,n,y,b,?,p,w,w,e,w,v,d
p,x,n,s,b,?,w,w,w,e,w,v,l
p,f,n,y,b,?,p,w,w,e,w,v,d
p,f,n,s,b,?,w,p,w,e,w,v,p
p,x,e,s,b,?,w,p,w,e,w,v,d
p,k,n,f,b,?,p,w,w,e,w,v,p
p,f,n,y,b,?,w,w,w,e,w,v,d
p,f,n,f,b,?,w,w,w,e,w,v,d
p,f,e,y,b,?,p,p,w,e,w,v,p
p,f,e,s,b,?,p,p,w,e,w,v,l
p,f,n,f,b,?,p,w,w,e,w,v,d
p,x,e,y,b,?,w,p,w,e,w,v,l
p,f,n,s,b,?,w,w,w,e,w,v,d
p,f,n,s,b,?,w,w,w,e,w,v,d
p,f,e,f,b,?,p,p,w,e,w,v,p
p,x,n,y,b,?,p,p,w,e,w,v,d
p,f,e,f,b,?,w,w,w,e,w,v,d
p,k,n,y,b,?,p,w,w,e,w,v,l
p,f,n,y,b,?,w,w,w,e,w,v,p
p,f,n,f,b,?,p,w,w,e,w,v,p
p,f,e,y,b,?,p,p,w,e,w,v,l
p,x,n,f,b,?,w,w,w,e,w,v,l
p,f,e,f,b,?,p,w,w,e,w,v,p
p,x,e,f,b,?,w,w,w,e,w,v,d
p,f,e,s,b,?,p,w,w,e,w,v,d
p,x,e,y,b,?,p,p,w,e,w,v,p
p,f,e,s,b,?,w,p,w,e,w,v,p
p,f,n,f,b,?,w,p,w,e,w,v,p
p,x,n,y,b,?,p,w,w,e,w,v,p
p,x,e,s,b,?,p,p,w,e,w,v,d
p,f,e,s,b,?,w,w,w,e,w,v,d
p,x,e,f,b,?,p,w,w,e,w,v,l
p,x,n,s,b,?,w,w,w,e,w,v,l
p,f,e,f,b,?,p,p,w,e,w,v,d
p,x,e,s,b,?,w,p,w,e,w,v,l
p,x,n,y,b,?,p,p,w,e,w,v,p
p,x,e,s,b,?,w,p,w,e,w,v,p
p,f,e,y,b,?,w,w,w,e,w,v,l
p,x,e,s,b,?,w,p,w,e,w,v,d
p,f,n,f,b,?,p,w,w,e,w,v,l
p,x,e,f,b,?,w,w,w,e,w,v,l
p,x,n,s,b,?,w,p,w,e,w,v,l
p,f,e,y,b,?,w,w,w,e,w,v,d
p,x,e,s,b,?,p,p,w,e,w,v,d
p,f,n,y,b,?,w,p,w,e,w,v,l
p,x,e,s,b,?,w,p,w,e,w,v,p
p,f,e,y,b,?,p,p,w,e,w,v,d
p,x,e,s,b,?,p,w,w,e,w,v,p
p,k,n,y,b,?,w,w,w,e,w,v,l
p,f,n,y,b,?,w,w,w,e,w,v,l
p,x,e,f,b,?,p,p,w,e,w,v,l
p,f,n,y,b,?,w,w,w,e,w,v,p
p,x,e,s,b,?,p,w,w,e,w,v,d
p,f,e,y,b,?,p,p,w,e,w,v,d
